"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.tweet_text","Answer.guns.supports-gun-control","Answer.guns1.supports-gun-rights","Answer.guns2.neutral/unclear","Answer.targeted.yes","Answer.targeted1.no","Answer.targeted2.n/a","Approve","Reject"
"301KG0KXAP7V6J3DUIM0O9GK81BH2C","3VILS635XT30DQRI13ER8GO6DM0SP2","tweets' attitude towards guns","Please read the given tweets and label it according to their attitudes towards guns.","tweets, classification, guns, social media","$0.15","Sat Sep 24 15:31:49 PDT 2022","3","BatchId:4864509;OriginalHitTemplateId:928390828;","3600","259200","Sat Oct 01 15:31:49 PDT 2022","","","38JBBYETQ2WVB7PSYY2JK5CUAAM4E0","A1YSYI926BBOHW","Submitted","Sat Sep 24 15:33:32 PDT 2022","Sat Sep 24 15:39:42 PDT 2022","Tue Sep 27 15:39:42 PDT 2022","","","","370","0% (0/0)","0% (0/0)","0% (0/0)","FactChek: #NRA's Regulated Milita practicing intelligence drill #Republicans #Latinos #Women #MilitaryFamilies #BlackPeople #Boomers #Libertarians #AsianAmericans #RedState DailyCaller #Inners  #Independents #GOP #Conservatives #TheBlaze true_pundit https://t.co/ozMSVspqma","false","false","true","false","true","false"
"301KG0KXAP7V6J3DUIM0O9GK81BH2C","3VILS635XT30DQRI13ER8GO6DM0SP2","tweets' attitude towards guns","Please read the given tweets and label it according to their attitudes towards guns.","tweets, classification, guns, social media","$0.15","Sat Sep 24 15:31:49 PDT 2022","3","BatchId:4864509;OriginalHitTemplateId:928390828;","3600","259200","Sat Oct 01 15:31:49 PDT 2022","","","3YZ8UPK3V78FV7ZTHDN67LALOBXCU2","A3IJ76H1FTEEHH","Submitted","Sat Sep 24 15:33:57 PDT 2022","Sat Sep 24 15:34:21 PDT 2022","Tue Sep 27 15:34:21 PDT 2022","","","","24","0% (0/0)","0% (0/0)","0% (0/0)","FactChek: #NRA's Regulated Milita practicing intelligence drill #Republicans #Latinos #Women #MilitaryFamilies #BlackPeople #Boomers #Libertarians #AsianAmericans #RedState DailyCaller #Inners  #Independents #GOP #Conservatives #TheBlaze true_pundit https://t.co/ozMSVspqma","false","false","true","false","false","true"
"301KG0KXAP7V6J3DUIM0O9GK81BH2C","3VILS635XT30DQRI13ER8GO6DM0SP2","tweets' attitude towards guns","Please read the given tweets and label it according to their attitudes towards guns.","tweets, classification, guns, social media","$0.15","Sat Sep 24 15:31:49 PDT 2022","3","BatchId:4864509;OriginalHitTemplateId:928390828;","3600","259200","Sat Oct 01 15:31:49 PDT 2022","","","39JEC75378NF8MOTM3XB37C42I5VC9","A3UM6E3V4GOLL5","Submitted","Sat Sep 24 15:33:34 PDT 2022","Sat Sep 24 15:52:14 PDT 2022","Tue Sep 27 15:52:14 PDT 2022","","","","1120","0% (0/0)","0% (0/0)","0% (0/0)","FactChek: #NRA's Regulated Milita practicing intelligence drill #Republicans #Latinos #Women #MilitaryFamilies #BlackPeople #Boomers #Libertarians #AsianAmericans #RedState DailyCaller #Inners  #Independents #GOP #Conservatives #TheBlaze true_pundit https://t.co/ozMSVspqma","true","false","false","false","true","false"
"309D674SIC7YDOSTRJ1AEBM8PFJBCZ","3VILS635XT30DQRI13ER8GO6DM0SP2","tweets' attitude towards guns","Please read the given tweets and label it according to their attitudes towards guns.","tweets, classification, guns, social media","$0.15","Sat Sep 24 15:31:46 PDT 2022","3","BatchId:4864509;OriginalHitTemplateId:928390828;","3600","259200","Sat Oct 01 15:31:46 PDT 2022","","","3LJ7UR74RVZZ5D25RX52AS63O2N4NP","A1EKDBZUSKK1WM","Submitted","Sat Sep 24 15:33:24 PDT 2022","Sat Sep 24 15:40:49 PDT 2022","Tue Sep 27 15:40:49 PDT 2022","","","","445","0% (0/0)","0% (0/0)","0% (0/0)","@MsRebeccaBlack @AMarch4OurLives Rebecca i just found your youtube please post i your vids","false","false","true","true","false","false"
"309D674SIC7YDOSTRJ1AEBM8PFJBCZ","3VILS635XT30DQRI13ER8GO6DM0SP2","tweets' attitude towards guns","Please read the given tweets and label it according to their attitudes towards guns.","tweets, classification, guns, social media","$0.15","Sat Sep 24 15:31:46 PDT 2022","3","BatchId:4864509;OriginalHitTemplateId:928390828;","3600","259200","Sat Oct 01 15:31:46 PDT 2022","","","3AAJC4I4FUEJPKZ9XS30BH2VGDKZJR","A1YSYI926BBOHW","Submitted","Sat Sep 24 15:32:27 PDT 2022","Sat Sep 24 15:34:39 PDT 2022","Tue Sep 27 15:34:39 PDT 2022","","","","132","0% (0/0)","0% (0/0)","0% (0/0)","@MsRebeccaBlack @AMarch4OurLives Rebecca i just found your youtube please post i your vids","false","false","true","true","false","false"
"309D674SIC7YDOSTRJ1AEBM8PFJBCZ","3VILS635XT30DQRI13ER8GO6DM0SP2","tweets' attitude towards guns","Please read the given tweets and label it according to their attitudes towards guns.","tweets, classification, guns, social media","$0.15","Sat Sep 24 15:31:46 PDT 2022","3","BatchId:4864509;OriginalHitTemplateId:928390828;","3600","259200","Sat Oct 01 15:31:46 PDT 2022","","","35LDD5557OQE1X680ODI4U6ZGY2MKW","AX8D3L76H0JR7","Submitted","Sat Sep 24 15:32:35 PDT 2022","Sat Sep 24 15:35:50 PDT 2022","Tue Sep 27 15:35:50 PDT 2022","","","","195","0% (0/0)","0% (0/0)","0% (0/0)","@MsRebeccaBlack @AMarch4OurLives Rebecca i just found your youtube please post i your vids","true","false","false","true","false","false"
"31HLTCK4CYHQ3E64YMOT5E1UQZRGVK","3VILS635XT30DQRI13ER8GO6DM0SP2","tweets' attitude towards guns","Please read the given tweets and label it according to their attitudes towards guns.","tweets, classification, guns, social media","$0.15","Sat Sep 24 15:31:46 PDT 2022","3","BatchId:4864509;OriginalHitTemplateId:928390828;","3600","259200","Sat Oct 01 15:31:46 PDT 2022","","","3SNVL38CIIE1SBUHNZJ41Y1NMKYKCC","A2T7NCMNMS4IWF","Submitted","Sat Sep 24 15:32:30 PDT 2022","Sat Sep 24 15:49:09 PDT 2022","Tue Sep 27 15:49:09 PDT 2022","","","","999","0% (0/0)","0% (0/0)","0% (0/0)","@smallvillebuffy @davidhogg111 Of COURSE I would. Duh. NO AMERICAN should hang up on a POTUS. The ONLY culture in the US who would do something so offensive is the SJW perma-offended class. Despicable, classless behavior.","false","true","false","true","false","false"
"31HLTCK4CYHQ3E64YMOT5E1UQZRGVK","3VILS635XT30DQRI13ER8GO6DM0SP2","tweets' attitude towards guns","Please read the given tweets and label it according to their attitudes towards guns.","tweets, classification, guns, social media","$0.15","Sat Sep 24 15:31:46 PDT 2022","3","BatchId:4864509;OriginalHitTemplateId:928390828;","3600","259200","Sat Oct 01 15:31:46 PDT 2022","","","3SPJ03342FPJKUP4161HXATTAJGJYK","AKSJ3C5O3V9RB","Submitted","Sat Sep 24 15:32:13 PDT 2022","Sat Sep 24 15:53:02 PDT 2022","Tue Sep 27 15:53:02 PDT 2022","","","","1249","0% (0/0)","0% (0/0)","0% (0/0)","@smallvillebuffy @davidhogg111 Of COURSE I would. Duh. NO AMERICAN should hang up on a POTUS. The ONLY culture in the US who would do something so offensive is the SJW perma-offended class. Despicable, classless behavior.","false","true","false","true","false","false"
"31HLTCK4CYHQ3E64YMOT5E1UQZRGVK","3VILS635XT30DQRI13ER8GO6DM0SP2","tweets' attitude towards guns","Please read the given tweets and label it according to their attitudes towards guns.","tweets, classification, guns, social media","$0.15","Sat Sep 24 15:31:46 PDT 2022","3","BatchId:4864509;OriginalHitTemplateId:928390828;","3600","259200","Sat Oct 01 15:31:46 PDT 2022","","","386CSBG1OD8YNXJBQDQYBKLMP4FQ6I","AX8D3L76H0JR7","Submitted","Sat Sep 24 15:33:32 PDT 2022","Sat Sep 24 15:36:41 PDT 2022","Tue Sep 27 15:36:41 PDT 2022","","","","189","0% (0/0)","0% (0/0)","0% (0/0)","@smallvillebuffy @davidhogg111 Of COURSE I would. Duh. NO AMERICAN should hang up on a POTUS. The ONLY culture in the US who would do something so offensive is the SJW perma-offended class. Despicable, classless behavior.","true","false","false","false","false","true"
"31KSVEGZ4HEU7TFN47N1QKYFZH3WR5","3VILS635XT30DQRI13ER8GO6DM0SP2","tweets' attitude towards guns","Please read the given tweets and label it according to their attitudes towards guns.","tweets, classification, guns, social media","$0.15","Sat Sep 24 15:31:49 PDT 2022","3","BatchId:4864509;OriginalHitTemplateId:928390828;","3600","259200","Sat Oct 01 15:31:49 PDT 2022","","","3HPZF4IVN0FWCGJYREKVA6GYKZ8CY0","A2IWGAADU93RNZ","Submitted","Sat Sep 24 15:33:49 PDT 2022","Sat Sep 24 15:43:28 PDT 2022","Tue Sep 27 15:43:28 PDT 2022","","","","579","0% (0/0)","0% (0/0)","0% (0/0)","I will not let this one go #ParklandSchoolShooting  https://t.co/PweGhzks9C","false","false","true","false","true","false"
"31KSVEGZ4HEU7TFN47N1QKYFZH3WR5","3VILS635XT30DQRI13ER8GO6DM0SP2","tweets' attitude towards guns","Please read the given tweets and label it according to their attitudes towards guns.","tweets, classification, guns, social media","$0.15","Sat Sep 24 15:31:49 PDT 2022","3","BatchId:4864509;OriginalHitTemplateId:928390828;","3600","259200","Sat Oct 01 15:31:49 PDT 2022","","","3L4PIM1GQ720II8H9BAQZ1FKK0ARYK","A328P1YO25QOUX","Submitted","Sat Sep 24 15:32:32 PDT 2022","Sat Sep 24 15:33:08 PDT 2022","Tue Sep 27 15:33:08 PDT 2022","","","","36","0% (0/0)","0% (0/0)","0% (0/0)","I will not let this one go #ParklandSchoolShooting  https://t.co/PweGhzks9C","true","false","false","true","false","false"
"31KSVEGZ4HEU7TFN47N1QKYFZH3WR5","3VILS635XT30DQRI13ER8GO6DM0SP2","tweets' attitude towards guns","Please read the given tweets and label it according to their attitudes towards guns.","tweets, classification, guns, social media","$0.15","Sat Sep 24 15:31:49 PDT 2022","3","BatchId:4864509;OriginalHitTemplateId:928390828;","3600","259200","Sat Oct 01 15:31:49 PDT 2022","","","3HWRJOOETJOEDSR3OZY1I8S0OQOSEU","AS4NIEQJWCG3M","Submitted","Sat Sep 24 15:33:11 PDT 2022","Sat Sep 24 15:34:11 PDT 2022","Tue Sep 27 15:34:11 PDT 2022","","","","60","0% (0/0)","0% (0/0)","0% (0/0)","I will not let this one go #ParklandSchoolShooting  https://t.co/PweGhzks9C","true","false","false","false","true","false"
