Alabama,2000,2551713,0.5100093598842517,0.9537
Alabama,2001,2656393,0.5222905027383753,0.948
Alabama,2002,2720735,0.5285216793668622,0.9408
Alabama,2003,2817111,0.531637507331666,0.9403
Alabama,2004,2875595,0.5276060686178976,0.9441
Alabama,2005,3053380,0.517113251490686,0.9556
Alabama,2006,3326656,0.5046942021221802,0.96
Alabama,2007,3653466,0.5076755109700479,0.9594
Alabama,2008,3947003,0.5029703517871618,0.9415
Alabama,2009,3836398,0.4908725223969342,0.899
Alabama,2010,3900492,0.5100301782095256,0.8961
Alabama,2011,3844055,0.5186421107622365,0.9042
Alabama,2012,3695221,0.511650321835805,0.9184
Alabama,2013,3747993,0.5005505665861039,0.9267
Alabama,2014,3824295,0.5040099571189671,0.9325
Alabama,2015,3817479,0.5088751378169423,0.9387
Alabama,2016,3865453,0.5014308888037053,0.9413
Alaska,2000,717725,0.517501571846357,0.9375
Alaska,2001,701053,0.4997387440754071,0.9378
Alaska,2002,747223,0.49052042010677943,0.9288
Alaska,2003,763525,0.4741540183159669,0.9238
Alaska,2004,775069,0.47052299286689936,0.9263
Alaska,2005,829666,0.473629887915749,0.9311
Alaska,2006,871434,0.4794273503897327,0.9344
Alaska,2007,927307,0.4783002493868488,0.9379
Alaska,2008,1113396,0.4894437755267562,0.936
Alaska,2009,1129756,0.4714364641806167,0.9208
Alaska,2010,1151630,0.48566347468066434,0.9186
Alaska,2011,1215062,0.49718196094927036,0.9228
Alaska,2012,1255757,0.5056766747740927,0.9282
Alaska,2013,1324649,0.4968800791317711,0.9305
Alaska,2014,1346457,0.49374013588279814,0.933
Alaska,2015,1484610,0.5001480625036004,0.9375
Alaska,2016,1251738,0.47721361761698566,0.9346
Arizona,2000,2488932,0.4611529620762196,0.9603
Arizona,2001,2538936,0.43338496872431564,0.9526
Arizona,2002,2659448,0.4419017817323088,0.9383
Arizona,2003,2810907,0.4526211107473777,0.9423
Arizona,2004,3224647,0.47905889756554987,0.9501
Arizona,2005,3423716,0.4797274518502285,0.9534
Arizona,2006,3733989,0.470620834397821,0.957
Arizona,2007,3977800,0.45671804830822693,0.9623
Arizona,2008,4251747,0.4437592948942413,0.9421
Arizona,2009,4296503,0.4484683457140015,0.9033
Arizona,2010,4223152,0.4791975279154001,0.897
Arizona,2011,3977772,0.46197205083098764,0.9056
Arizona,2012,3917564,0.4863722400766165,0.9166
Arizona,2013,3824071,0.5031287739713582,0.9219
Arizona,2014,3902565,0.4812361118989427,0.9319
Arizona,2015,3846357,0.4867204464353504,0.9391
Arizona,2016,3872250,0.48481841329628816,0.9454
Arkansas,2000,1531232,0.5706312886636357,0.9582
Arkansas,2001,1616883,0.5477845306244552,0.9523
Arkansas,2002,1697645,0.5498529046434067,0.9468
Arkansas,2003,1768713,0.5454278849845458,0.9423
Arkansas,2004,1863515,0.5264807664435981,0.9441
Arkansas,2005,2118580,0.5296969102972091,0.9474
Arkansas,2006,2265821,0.5216126055134618,0.9476
Arkansas,2007,2337748,0.48913943190102,0.946
Arkansas,2008,2388502,0.5059613787727296,0.9458
Arkansas,2009,2417974,0.48192233672263773,0.9227
Arkansas,2010,2521528,0.4567665274191827,0.9213
Arkansas,2011,2559292,0.45141955162696223,0.9209
Arkansas,2012,2548056,0.4807680950586692,0.9274
Arkansas,2013,2545564,0.48706446328873804,0.9294
Arkansas,2014,2609867,0.49781237506370796,0.9411
Arkansas,2015,2620399,0.48974449882937116,0.9503
Arkansas,2016,2658253,0.4891716212508463,0.9602
California,2000,23514388,0.5130812839659268,0.9509
California,2001,26641811,0.5115305820338255,0.9453
California,2002,28593157,0.506394208127256,0.9324
California,2003,29561563,0.494755169733886,0.9311
California,2004,29624968,0.47288007116337977,0.9378
California,2005,31070450,0.46936999524684786,0.9462
California,2006,32387671,0.47128239000622096,0.9511
California,2007,34685013,0.47367444400185377,0.9467
California,2008,36542347,0.47693669799124144,0.9272
California,2009,35617964,0.47639197064851113,0.8846
California,2010,34657275,0.4865742134820797,0.8752
California,2011,34225248,0.48999818233108994,0.8812
California,2012,34213049,0.4874217359614816,0.8948
California,2013,34194878,0.4904100441836691,0.9096
California,2014,35539425,0.4901529246743285,0.9244
California,2015,38951948,0.49705188324114197,0.9375
California,2016,42587272,0.4991467899207287,0.945
Colorado,2000,2539372,0.46643680707131435,0.9727
Colorado,2001,2709184,0.4729748745016992,0.9618
Colorado,2002,2963406,0.47512241985191295,0.9431
Colorado,2003,3168745,0.4740061711026235,0.939
Colorado,2004,3232723,0.4705581898041841,0.9442
Colorado,2005,3380399,0.4640676909728896,0.9494
Colorado,2006,3562901,0.45658760292408723,0.9576
Colorado,2007,3782300,0.4704852978164596,0.963
Colorado,2008,4221868,0.47517948096892826,0.9515
Colorado,2009,4108304,0.4731712300470522,0.9212
Colorado,2010,4232076,0.47474933079719434,0.9084
Colorado,2011,4204486,0.48458592113296095,0.9133
Colorado,2012,4174705,0.4927338166518266,0.9202
Colorado,2013,4292898,0.4934861839552829,0.9326
Colorado,2014,4470568,0.48139851868698064,0.9502
Colorado,2015,4578938,0.4790845730167628,0.9626
Colorado,2016,4786838,0.48457016453065255,0.9687
Connecticut,2000,3189123,0.5689498116061998,0.9789
Connecticut,2001,3360042,0.5611592469871469,0.9711
Connecticut,2002,3570517,0.5513530282502033,0.9559
Connecticut,2003,3721466,0.5511800900942931,0.9455
Connecticut,2004,3896977,0.5498750321538395,0.9491
Connecticut,2005,4177845,0.5606297697400865,0.9519
Connecticut,2006,4406855,0.5520892071214459,0.9559
Connecticut,2007,4610572,0.5308403588035628,0.9553
Connecticut,2008,4878853,0.5392934479232874,0.9437
Connecticut,2009,5054397,0.5421396832132135,0.9169
Connecticut,2010,5242817,0.5494401237127058,0.9042
Connecticut,2011,5363942,0.5682634363867547,0.9099
Connecticut,2012,5485615,0.5602519411038493,0.9164
Connecticut,2013,5562212,0.5699659283624607,0.9205
Connecticut,2014,5889381,0.5773053962652551,0.9338
Connecticut,2015,6006275,0.5697111556307337,0.9438
Connecticut,2016,6110631,0.5644178584798628,0.9515
Delaware,2000,571982,0.5497289712440412,0.9642
Delaware,2001,613955,0.5221962428033277,0.9643
Delaware,2002,645895,0.5182566734387989,0.9574
Delaware,2003,673997,0.5115932557438744,0.9553
Delaware,2004,709545,0.5166278825934749,0.957
Delaware,2005,761786,0.5146656739791793,0.9549
Delaware,2006,817872,0.4966175537454042,0.9611
Delaware,2007,825084,0.48386234139727563,0.9638
Delaware,2008,852701,0.4881154027791691,0.9499
Delaware,2009,877678,0.4880750331990542,0.9164
Delaware,2010,901200,0.5123400500742472,0.9133
Delaware,2011,964284,0.53307608746728,0.924
Delaware,2012,1053066,0.549626663521169,0.9294
Delaware,2013,1030897,0.5356349753146845,0.9339
Delaware,2014,1050647,0.5283522794419007,0.9441
Delaware,2015,1072395,0.5429592429318518,0.952
Delaware,2016,1126775,0.5518126772813465,0.9548
District of Columbia,2000,318260,0.37058384479865675,0.943
District of Columbia,2001,412276,0.40177128790639927,0.9353
District of Columbia,2002,452905,0.39531406565859345,0.9302
District of Columbia,2003,473414,0.4280559114545423,0.9272
District of Columbia,2004,515377,0.4741104283191051,0.919
District of Columbia,2005,459063,0.4228431052873004,0.9301
District of Columbia,2006,478688,0.4424565596961605,0.9368
District of Columbia,2007,491992,0.43138045744608094,0.9403
District of Columbia,2008,520090,0.42463779357193304,0.9315
District of Columbia,2009,330698,0.41062031732314164,0.8999
District of Columbia,2010,526469,0.40810031874782954,0.9003
District of Columbia,2011,525185,0.4048682714360052,0.8983
District of Columbia,2012,594156,0.4994829942952834,0.9103
District of Columbia,2013,559940,0.4279453822038186,0.9156
District of Columbia,2014,503349,0.38327359781434245,0.9229
District of Columbia,2015,557345,0.4095288410527414,0.9308
District of Columbia,2016,594396,0.4494273618723645,0.9378
Florida,2000,7751117,0.4511459026082021,0.9625
Florida,2001,8412975,0.45749060572632244,0.9557
Florida,2002,8781232,0.46093170307481246,0.9505
Florida,2003,9622598,0.47683499947621777,0.9554
Florida,2004,10411050,0.4754724788114113,0.9624
Florida,2005,11270907,0.47243581886952146,0.9714
Florida,2006,12211602,0.4589248152027069,0.9754
Florida,2007,13476109,0.45146257145586993,0.9671
Florida,2008,14392625,0.4610126501349089,0.9432
Florida,2009,13884278,0.48096692230426624,0.9043
Florida,2010,13869921,0.5086704415827362,0.8916
Florida,2011,14284224,0.5292031926856997,0.9
