District of Columbia,2000,0.37058384479865675,0.057
District of Columbia,2014,0.38327359781434245,0.0771
District of Columbia,2002,0.39531406565859345,0.0698
District of Columbia,2001,0.40177128790639927,0.0647
District of Columbia,2011,0.4048682714360052,0.1017
District of Columbia,2010,0.40810031874782954,0.0997
District of Columbia,2015,0.4095288410527414,0.0692
District of Columbia,2009,0.41062031732314164,0.1001
District of Columbia,2005,0.4228431052873004,0.0699
District of Columbia,2008,0.42463779357193304,0.0685
District of Columbia,2013,0.4279453822038186,0.0844
District of Columbia,2003,0.4280559114545423,0.0728
Nevada,2008,0.4290918782975888,0.0687
District of Columbia,2007,0.43138045744608094,0.0597
Arizona,2001,0.43338496872431564,0.0474
Nevada,2001,0.43499056757921006,0.0519
Vermont,2008,0.4401872113881808,0.0453
North Dakota,2016,0.44186022825073973,0.031
Arizona,2002,0.4419017817323088,0.0617
District of Columbia,2006,0.4424565596961605,0.0632
Michigan,2003,0.4433389717774615,0.0709
Vermont,2007,0.4435824726700024,0.0393
Arizona,2008,0.4437592948942413,0.0579
Michigan,2002,0.4450217384258215,0.0619
Texas,2009,0.4460239044609984,0.0754
Vermont,2006,0.4460847944983006,0.037
Arizona,2009,0.4484683457140015,0.0967
Wyoming,2009,0.44922009750590414,0.0626
District of Columbia,2016,0.4494273618723645,0.0622
Vermont,2002,0.45099936821549597,0.0384
Florida,2000,0.4511459026082021,0.0375
Arkansas,2011,0.45141955162696223,0.0791
Florida,2007,0.45146257145586993,0.0329
Vermont,2004,0.45161103036660155,0.0368
Michigan,2005,0.45239310726385285,0.0678
Arizona,2003,0.4526211107473777,0.0577
Vermont,2005,0.4527167987940294,0.0346
Wyoming,2016,0.4529942302464472,0.0536
Michigan,2004,0.45335209505068313,0.0697
South Carolina,2007,0.45445898346102565,0.0606
Texas,2008,0.4550376103746362,0.0486
Vermont,2001,0.45555689074659034,0.033
Michigan,2006,0.45575906790587256,0.0703
Colorado,2006,0.45658760292408723,0.0424
Arizona,2007,0.45671804830822693,0.0377
Arkansas,2010,0.4567665274191827,0.0787
Nevada,2000,0.4572378866662455,0.0412
South Carolina,2009,0.4573454583986907,0.1142
North Dakota,2015,0.45737055633928464,0.0279
Florida,2001,0.45749060572632244,0.0443
Nevada,2006,0.45754601254443533,0.0405
New Mexico,2009,0.4581186486428261,0.0708
South Carolina,2008,0.4586000791942269,0.0728
Texas,2007,0.4586440347847417,0.0438
Florida,2006,0.4589248152027069,0.0246
Vermont,2003,0.46010891342652577,0.0437
South Carolina,2010,0.4607728940293135,0.1132
Florida,2002,0.46093170307481246,0.0495
Florida,2008,0.4610126501349089,0.0568
New Mexico,2015,0.46112985329278194,0.0662
Arizona,2000,0.4611529620762196,0.0397
Wyoming,2015,0.4612372490612158,0.0422
Nevada,2002,0.4612627500709744,0.0569
Arizona,2011,0.46197205083098764,0.0944
Michigan,2001,0.46299004880002914,0.0519
South Carolina,2006,0.46318698313939555,0.0686
Oregon,2004,0.46322316570047745,0.0736
South Carolina,2011,0.4634561451635431,0.1042
New Mexico,2005,0.4635248710361205,0.0522
Wyoming,2008,0.46386304845698845,0.0294
Colorado,2005,0.4640676909728896,0.0506
Michigan,2008,0.46411220559723876,0.0819
Wyoming,2010,0.46435425076510295,0.0694
Washington,2016,0.46464482168313,0.0518
New Mexico,2016,0.4647287483740669,0.0675
